place_id,name,address,phone,latitude,longitude,rating,opening_hours
ChIJJ1dg5iyrQjQR37OsqskutMo,七盞茶 大安復興南店,106台灣臺北市大安區復興南路二段206號,02 2701 6288,25.0266645,121.5431999,3.6,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00
ChIJuQvWWQCpQjQR6WMOIGDR_4c,茶予抱報,100台灣臺北市中正區羅斯福路四段126號,02 2367 7617,25.0130869,121.5357003,4.9,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30
ChIJKdnSdACpQjQRRx-7IPDipCk,一番茶 師大店,106台灣臺北市大安區師大路45之2號,02 3365 3199,25.0243627,121.52865,4.2,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:30 | 星期六: 10:00 – 22:30 | 星期日: 10:00 – 22:00
ChIJjwZ6tVarQjQRYetPz2HfYRY,喝冰U茶飲冰品店,106台灣臺北市大安區復興南路二段148號,0908 236 607,25.0282394,121.5431999,4,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 12:00 – 21:30 | 星期日: 休息
ChIJGcjXBgCrQjQR-xo56G-cs0w,CHAPPii 開心茶事 科技大樓店,106台灣臺北市大安區和平東路二段289號,02 2755 1578,25.0249768,121.5445622,4,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00
ChIJTdQY24upQjQRomufg8IuySo,綠蓋茶‧館,106台灣台北市大安区新生南路三段98號3樓,02 2366 1785,25.0169982,121.5329259,3.9,星期一: 11:00 – 21:50 | 星期二: 11:00 – 21:50 | 星期三: 11:00 – 21:50 | 星期四: 11:00 – 21:50 | 星期五: 11:00 – 21:50 | 星期六: 11:00 – 21:50 | 星期日: 11:00 – 21:50
ChIJzY6ULgCrQjQRisJ7YqLJJnU,清心福全大安台科店-珍珠奶茶手搖飲料專賣店,106台灣臺北市大安區基隆路四段43號,02 2732 8277,25.0138934,121.5426702,4.6,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00
ChIJQ5-2O_apQjQR_M0_BN2q1gI,念念泡沫紅茶公館店,100台灣臺北市中正區羅斯福路四段72-1號,02 2365 9589,25.0144679,121.534272,4.4,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30
ChIJrxaSLS-pQjQRDg0wNmssIT8,奶奶的熊/手沖泰式奶茶「公館總店」,100台灣臺北市中正區羅斯福路四段90巷2之1號,0985 024 604,25.013868,121.5347619,5,星期一: 15:30 – 23:30 | 星期二: 15:30 – 23:30 | 星期三: 03:30 – 23:30 | 星期四: 03:30 – 23:30 | 星期五: 15:30 – 23:30 | 星期六: 15:30 – 23:30 | 星期日: 15:30 – 23:50
ChIJv4yKCAOrQjQRpMQnAUmOgZQ,可不可熟成紅茶 科技大樓店,106台灣臺北市大安區和平東路二段307號,02 2709 8989,25.0249697,121.5450054,3.8,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00
ChIJwRdAMrmpQjQRXr6Aolp4yo8,水療系-台北公館樂園,100台灣臺北市中正區羅斯福路三段282號,02 2365 6988,25.0164986,121.5321045,5,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30
ChIJwVbMZmSrQjQRG1Ao8Puhicc,方最茗品 和平店,"58號, No. 58號和平東路二段118巷大安區臺北市台灣 106",0971 636 659,25.0218877,121.5428027,4,星期一: 11:00 – 19:45 | 星期二: 11:00 – 19:45 | 星期三: 11:00 – 19:45 | 星期四: 11:00 – 19:45 | 星期五: 11:00 – 19:45 | 星期六: 11:00 – 19:45 | 星期日: 11:00 – 19:45
ChIJr1kR8EypQjQRtNRRjQxOxbM,可不可熟成紅茶 台北公館店,100台灣臺北市中正區汀州路三段174號,02 2368 0270,25.0131935,121.5346507,3.6,星期一: 10:30 – 22:30 | 星期二: 10:30 – 22:30 | 星期三: 10:30 – 22:30 | 星期四: 10:30 – 22:30 | 星期五: 10:30 – 23:00 | 星期六: 10:30 – 23:00 | 星期日: 10:30 – 22:30
ChIJCahvDoupQjQRFbdDBRrHOsY,COMEBUY_台北公館店,100台灣臺北市中正區汀州路三段195號,02 2362 1969,25.014584,121.533206,3.9,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJmdQQdoupQjQRXbuKj3Ywky0,墾丁蛋蛋ㄉㄨㄞ奶,100台灣臺北市中正區汀州路三段165號,02 2368 5550,25.0152995,121.5321294,4.2,星期一: 11:30 – 22:30 | 星期二: 11:30 – 22:30 | 星期三: 11:30 – 22:30 | 星期四: 11:30 – 22:30 | 星期五: 11:30 – 22:30 | 星期六: 11:30 – 22:30 | 星期日: 11:30 – 22:30
ChIJ1V2JefKpQjQRDyl0SimHxkc,甘蔗の媽媽-台北公館店,100台灣臺北市中正區汀州路三段130號,02 2365 5075,25.0139172,121.5337206,3.7,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:30 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:00
ChIJcz2coh2qQjQR9ebcrPPN-Pw,清心福全萬隆店-珍珠奶茶手搖飲料專賣店,11676台灣臺北市文山區羅斯福路五段190號,02 2930 5939,25.0038687,121.5384798,2.6,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00
ChIJTSlTFx2qQjQR3C9-iBKp-gg,50嵐 萬隆店,11681台灣臺北市文山區羅斯福路五段217號,02 2930 4678,25.0022359,121.5391057,3.8,星期一: 10:30 – 22:00 | 星期二: 10:30 – 22:00 | 星期三: 10:30 – 22:00 | 星期四: 10:30 – 22:00 | 星期五: 10:30 – 22:00 | 星期六: 10:30 – 22:00 | 星期日: 10:30 – 22:00
ChIJpRikqIupQjQReY-lvJQgZdg,喫茶趣ToGo(公館店),100台灣臺北市中正區羅斯福路四段36號,02 2369 5955,25.0153469,121.5334473,2.1,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30
